0,188,917,230,97,96
0,197,551,294,206,134
0,201,229,384,258,281
0,205,289,429,570,237
1,188,918,232,97,97
1,197,541,296,206,134
1,201,246,376,265,288
1,205,295,437,592,255
2,188,918,233,98,98
2,197,530,297,207,135
2,201,433,460,253,276
2,205,327,435,609,263
2,207,-46,717,254,333
3,188,918,235,99,99
3,197,520,299,207,135
3,201,434,477,263,289
3,205,360,433,626,270
3,207,-51,766,219,293
4,188,919,237,99,99
4,197,509,301,209,135
4,201,421,498,277,306
4,205,392,431,643,278
4,207,-62,795,215,288
5,188,919,239,100,100
5,197,499,302,209,136
5,201,402,525,291,324
5,205,424,430,660,285
5,207,-73,824,211,283
6,188,919,241,101,100
6,197,488,304,210,136
6,201,374,552,313,350
6,205,456,428,678,292
6,207,-84,854,207,277
7,188,919,242,102,102
7,197,478,305,210,137
7,201,344,585,334,377
7,205,489,426,694,300
7,207,-95,883,203,272
7,211,520,356,206,211
8,188,920,244,102,102
8,197,467,307,212,137
8,201,309,624,360,409
8,205,521,424,712,307
8,207,-106,912,199,267
8,211,505,369,219,225
9,188,920,246,103,103
9,197,457,308,212,138
9,201,284,669,356,400
9,205,553,423,729,314
9,207,-117,942,195,261
9,211,487,386,231,235
10,188,920,248,104,103
10,197,446,310,213,138
10,201,267,720,333,361
10,205,586,421,746,322
10,207,-128,971,190,256
10,211,476,398,239,243
11,188,920,249,105,105
11,197,436,311,213,139
11,201,253,783,300,302
11,205,618,419,763,329
11,207,-139,1001,186,250
11,211,452,424,258,263
12,188,921,251,105,105
12,197,425,313,214,139
12,201,256,860,248,225
12,205,650,417,780,337
12,207,-150,1030,182,245
12,211,431,446,274,281
12,212,264,345,185,176
13,188,921,253,106,106
13,197,415,314,215,140
13,201,261,887,239,218
13,205,682,416,798,344
13,207,-162,1059,179,240
13,211,408,470,291,298
13,212,247,354,191,182
14,188,921,255,107,106
14,197,405,316,215,140
14,201,266,915,230,209
14,205,715,414,814,351
14,207,-173,1089,175,234
14,211,382,497,311,320
14,212,228,364,198,190
15,188,921,256,108,108
15,197,394,317,216,141
15,201,271,943,220,201
15,205,747,412,832,359
15,207,-184,1118,172,229
15,211,352,526,335,345
15,212,214,371,204,195
16,188,922,258,108,108
16,197,384,319,216,141
16,201,276,971,211,192
16,205,779,410,849,367
16,207,-195,1147,168,224
16,211,316,557,363,375
16,212,201,378,210,200
17,188,922,260,109,109
17,197,373,320,217,142
17,201,281,999,202,184
17,205,811,409,866,373
17,207,-206,1177,164,218
17,211,274,592,396,412
17,212,187,385,216,206
18,188,922,262,110,109
18,197,363,322,218,142
18,201,285,1027,194,175
18,205,844,407,883,381
18,207,-217,1206,159,213
18,211,236,630,415,432
18,212,174,392,221,211
19,188,923,264,110,110
19,197,352,324,219,142
19,201,290,1054,184,168
19,205,876,405,900,388
19,207,-228,1235,155,208
19,211,211,678,402,409
19,212,161,398,227,217
20,188,923,265,111,111
20,197,342,325,219,143
20,201,295,1082,175,159
20,205,908,403,918,396
20,207,-239,1265,151,202
20,211,196,733,369,359
20,212,79,450,256,244
21,188,923,267,112,112
21,197,331,327,220,143
21,201,300,1110,166,151
21,205,940,402,935,403
21,207,-250,1294,147,197
21,211,191,799,326,295
21,212,48,467,267,256
22,188,923,269,113,112
22,197,321,328,221,144
22,201,305,1138,156,143
22,205,973,400,952,410
22,207,-261,1323,143,191
22,211,172,829,329,297
22,212,16,488,278,267
23,188,924,271,113,113
23,197,310,330,222,144
23,201,309,1166,148,134
23,205,1005,398,969,418
23,207,-273,1353,140,185
23,211,153,860,331,299
23,212,-11,509,290,282
24,188,924,272,114,114
24,197,300,331,222,145
24,201,314,1193,139,127
24,205,1037,396,986,426
24,207,-284,1382,136,180
24,211,134,890,334,301
24,212,-30,533,299,298
25,188,924,274,115,115
25,197,289,333,223,145
25,201,319,1221,130,118
25,205,1070,394,1003,433
25,207,-295,1411,132,175
25,211,115,920,336,303
25,212,-50,559,306,315
26,188,924,276,116,115
26,197,279,334,223,146
26,201,324,1249,120,110
26,205,1102,393,1020,440
26,207,-306,1441,128,169
