2,1,1392,516,553,243
3,1,1461,516,541,241
4,1,1527,514,525,240
5,1,1582,514,520,238
6,1,1636,514,516,235
7,1,1691,514,511,233
8,1,1745,514,507,231
8,4,1086,261,93,74
9,1,1800,513,502,230
9,4,1082,258,95,75
10,1,1854,513,498,227
10,4,1080,257,92,73
11,1,1909,513,493,225
11,4,1076,255,92,74
12,1,1963,513,489,223
12,4,1074,255,89,72
13,1,2018,513,484,221
13,4,1071,254,89,71
14,1,2072,513,480,219
14,4,1068,249,90,74
15,1,2127,512,475,217
15,4,1064,248,90,73
16,1,2181,512,471,215
16,4,1062,246,89,74
17,1,2236,512,466,213
17,4,1059,245,89,73
18,1,2290,512,462,211
18,4,1062,247,82,69
19,1,2345,512,457,209
19,4,1064,251,76,63
20,1,2399,512,453,206
20,4,1063,249,75,63
21,1,2454,511,448,205
21,4,1062,249,72,61
22,1,2508,511,444,203
22,4,1061,248,70,60
23,1,2563,511,438,201
23,4,1063,249,67,57
24,1,2617,511,434,198
24,4,1062,249,65,55
25,1,2672,511,429,196
25,4,1062,248,66,56
26,1,2726,511,425,194
26,4,1061,247,65,55
27,1,2781,511,420,192
27,4,1060,247,63,54
28,1,2835,510,416,191
28,4,1058,246,63,53
29,1,2890,510,411,188
29,4,1061,247,61,53
30,1,2944,510,407,186
30,4,1060,247,61,52
31,1,2999,510,402,184
31,4,1059,247,60,51
32,1,3053,510,398,182
32,4,1059,246,58,50
33,1,3108,510,393,179
33,4,1058,246,57,49
34,1,3162,509,389,178
34,4,1057,246,56,48
35,4,1056,245,55,47
36,4,1056,245,53,46
37,4,1055,245,52,45
38,4,1054,244,51,44
39,4,1053,244,50,43
40,4,1053,244,49,42
41,4,1052,243,48,41
42,4,1051,243,47,40
43,4,1050,243,46,39
44,4,1050,242,44,38
45,4,1049,242,43,37
46,4,1048,242,42,36
47,4,1047,241,41,35
48,4,1072,237,48,41
49,4,1074,236,46,41
50,4,1074,236,46,40
51,4,1075,235,44,39
52,4,1076,235,43,38
53,4,1076,234,43,38
54,4,1077,234,42,37
55,4,1077,233,42,37
56,4,1078,233,41,35
57,4,1079,232,40,35
58,4,1079,232,39,34
59,4,1080,231,38,34
60,4,1081,231,37,33
61,4,1081,230,37,32
62,4,1082,229,36,32
63,4,1082,229,36,31
64,4,1083,228,34,31
65,4,1084,228,33,29
65,13,970,272,57,43
66,4,1084,227,33,29
66,13,969,272,61,46
67,4,1085,227,32,28
67,13,969,270,64,48
67,14,958,243,43,37
68,4,1086,226,31,28
68,13,971,273,64,48
68,14,955,242,44,38
69,4,1086,226,31,27
69,13,974,277,61,45
69,14,953,242,45,38
70,4,1087,225,30,26
70,13,974,275,64,48
70,14,950,241,47,40
71,4,1087,225,29,25
71,13,976,276,66,49
71,14,948,242,47,40
72,4,1088,224,28,25
72,13,977,277,67,49
72,14,948,242,47,41
73,4,1089,224,27,24
73,13,978,278,67,50
73,14,946,242,48,41
74,4,1089,223,27,24
74,13,978,278,69,51
74,14,944,242,49,42
75,4,1090,223,26,22
75,13,977,276,75,56
75,14,942,242,50,43
76,4,1091,222,25,22
76,13,979,278,76,57
76,14,941,242,50,43
77,4,1091,222,25,21
77,13,980,277,77,58
77,14,938,244,49,42
78,4,1092,221,23,21
78,13,983,278,78,59
78,14,935,244,51,44
79,4,1092,221,23,20
79,13,985,280,79,59
79,14,934,245,50,44
80,13,987,281,80,60
80,14,932,246,50,44
81,13,989,282,82,61
81,14,931,248,50,44
81,16,198,468,397,319
82,13,993,285,80,60
82,14,928,249,52,45
82,16,372,461,429,329
83,13,995,286,80,60
83,14,926,249,53,46
83,16,605,455,460,334
84,13,995,287,82,60
84,14,923,249,55,47
84,16,855,448,490,337
85,13,996,286,84,62
85,14,923,249,54,48
85,16,1107,447,513,335
86,13,997,287,85,63
86,14,921,250,55,48
86,16,1297,446,522,332
87,13,1000,289,86,63
87,14,919,251,54,47
87,16,1454,446,508,326
88,13,1001,289,89,65
88,14,918,252,54,47
88,16,1632,443,513,328
89,13,1004,290,90,65
89,14,915,250,57,50
89,16,1811,439,516,331
89,19,993,241,35,24
90,13,1005,290,91,67
90,14,914,254,56,49
90,16,1989,436,520,333
90,19,991,241,36,25
91,13,1007,291,92,68
91,14,912,254,57,50
91,16,2168,432,523,335
91,19,990,241,36,25
92,13,1009,292,93,68
92,14,910,255,59,51
92,16,2346,429,528,337
92,19,985,240,40,27
93,13,1011,292,95,70
93,14,906,254,62,53
93,16,2525,425,531,340
93,19,982,239,42,29
94,13,1013,293,96,71
94,14,906,258,59,51
94,16,2704,421,534,343
94,19,982,240,40,29
95,13,1016,294,96,71
95,14,905,260,58,51
95,16,2882,418,539,345
95,19,978,240,42,30
96,13,1018,295,96,71
96,14,901,261,59,51
96,16,3061,414,542,348
96,19,976,241,42,30
97,13,1020,296,97,71
97,14,900,261,59,52
97,16,3239,411,546,349
97,19,973,241,44,31
98,13,1022,296,97,72
98,14,898,262,59,51
98,16,3418,407,549,352
98,19,970,241,46,32
99,13,1023,297,100,73
99,14,896,262,60,52
99,16,3596,404,554,354
99,19,969,242,45,32
99,20,1656,348,175,145
100,13,1025,298,100,74
100,14,894,263,62,53
100,16,3775,400,557,357
100,19,968,244,43,31
100,20,1572,345,188,149
101,13,1028,299,100,74
101,14,892,265,62,54
101,16,3953,396,561,360
101,19,967,246,40,30
101,20,1459,344,201,150
102,13,1030,300,100,73
102,14,890,266,63,54
102,16,4132,393,564,361
102,19,964,246,41,31
102,20,1336,343,216,151
103,13,1032,301,102,74
103,14,887,265,65,57
103,16,4310,389,569,364
103,19,962,247,42,30
103,20,1207,343,232,153
104,13,1034,301,101,74
104,14,884,264,68,59
104,16,4489,386,572,366
104,19,960,247,42,31
104,20,1077,344,248,154
105,13,1046,302,84,59
105,14,882,265,68,60
105,16,4667,382,576,369
105,19,958,248,42,31
105,20,944,346,263,155
106,13,1049,303,82,58
106,14,880,265,69,60
106,16,4846,379,579,371
106,19,956,248,43,32
106,20,799,328,304,173
107,13,1052,304,81,57
107,14,877,266,69,60
107,16,5024,375,584,374
107,19,954,249,43,32
107,20,680,340,300,163
108,13,1041,305,105,73
108,14,875,269,68,59
108,16,5203,371,587,376
108,19,952,250,43,31
108,20,551,349,305,157
108,22,1583,340,187,119
109,13,1041,305,107,76
109,14,874,269,69,60
109,16,5382,368,590,378
109,19,950,250,44,32
109,20,423,352,317,157
109,22,1451,340,190,118
110,13,1042,306,110,77
110,14,870,268,73,65
110,16,5560,364,594,381
110,19,948,251,44,32
110,20,303,358,320,153
110,22,1309,341,198,118
111,13,1043,305,111,78
111,14,868,269,76,66
111,16,5739,361,598,383
111,19,946,251,44,33
111,20,180,362,328,152
111,22,1161,339,208,120
112,13,1044,305,113,80
112,14,865,268,78,69
112,16,5917,357,602,386
112,19,932,246,52,39
112,20,71,363,328,153
112,22,1013,341,218,120
113,13,1050,305,113,80
113,14,864,270,77,69
113,16,6096,354,605,387
113,19,930,246,52,39
113,20,-37,365,328,152
113,22,864,342,229,122
114,13,1051,308,111,79
114,14,863,271,76,68
114,16,6274,350,610,390
114,19,927,246,53,40
114,20,-146,366,329,153
114,22,718,343,238,123
115,13,1052,309,110,78
115,14,861,271,77,70
115,16,6453,346,613,393
115,19,924,246,54,41
115,20,-256,368,330,153
115,22,571,346,244,122
116,13,1052,309,112,78
116,14,860,273,76,69
116,16,6631,343,617,395
116,19,925,252,48,36
116,20,-365,369,332,154
116,22,429,351,250,121
117,13,1053,308,114,81
117,14,859,273,77,70
117,16,6810,339,620,398
117,19,922,254,49,36
117,20,-474,371,333,154
117,22,290,355,255,121
118,13,1054,309,114,80
118,14,857,273,78,71
118,19,922,256,47,35
118,20,-583,372,334,155
118,22,156,362,256,119
119,13,1054,310,114,80
119,14,856,275,79,72
119,19,920,257,47,35
119,20,-692,374,334,154
119,22,25,367,256,116
120,13,1054,310,115,81
120,14,855,276,79,73
120,19,917,258,47,34
120,20,-801,375,335,155
120,22,-50,373,239,111
121,13,1056,313,112,77
121,14,852,275,82,76
121,19,915,258,47,35
121,20,-910,377,336,155
121,22,-172,376,237,110
122,13,1057,313,111,77
122,14,853,280,79,72
122,19,913,259,47,35
122,20,-1019,378,336,156
122,22,-294,379,236,109
123,13,1058,314,111,76
123,14,853,281,78,73
123,19,913,261,48,36
123,20,-1128,380,337,156
123,22,-416,382,234,108
124,13,1058,314,112,77
124,14,851,282,79,73
124,19,911,262,47,36
124,20,-1237,381,338,156
124,22,-537,385,231,108
125,13,1058,314,113,77
125,14,850,283,80,73
125,19,908,261,49,38
125,20,-1346,382,338,157
125,22,-659,388,229,107
126,13,1058,314,114,77
126,14,848,284,82,74
126,19,907,262,49,38
126,20,-1455,384,339,157
126,22,-781,391,227,106
127,13,1058,314,115,77
127,14,848,283,82,76
127,19,905,263,49,38
127,20,-1564,385,340,158
127,22,-903,394,225,105
128,13,1058,313,117,79
128,14,847,285,81,75
128,19,899,262,54,42
128,20,-1673,387,341,158
128,22,-1025,397,223,104
129,13,1058,313,118,79
129,14,847,286,81,75
129,19,897,263,55,42
129,20,-1782,388,341,159
129,22,-1147,400,221,103
129,27,1636,379,143,111
130,13,1058,313,118,80
130,14,846,287,82,76
130,19,894,263,56,43
130,20,-1891,390,342,158
130,22,-1269,403,219,102
130,27,1494,379,151,111
131,13,1058,312,120,82
131,14,845,288,82,75
131,19,892,264,57,44
131,20,-2001,391,344,159
131,22,-1391,406,217,101
131,27,1334,380,162,111
132,13,1059,312,119,83
132,14,845,288,82,76
132,19,889,264,58,45
132,20,-2110,393,344,159
132,22,-1513,409,215,100
132,27,1170,380,173,111
133,13,1063,313,112,76
133,14,845,289,82,76
133,19,887,265,58,45
133,20,-2219,394,345,160
133,22,-1635,412,213,99
133,27,1004,381,185,112
134,13,1061,313,116,80
134,14,844,290,83,77
134,19,885,266,59,45
134,20,-2328,396,346,160
134,22,-1757,415,211,98
134,27,837,384,194,111
135,13,1060,313,117,80
135,14,845,292,82,76
135,19,882,266,60,46
135,20,-2437,397,347,160
135,22,-1879,419,209,97
135,27,671,385,206,111
136,13,1059,313,117,81
136,14,844,293,82,76
136,19,880,267,60,47
136,20,-2546,399,347,160
136,22,-2001,422,207,96
136,27,506,387,221,112
137,13,1059,314,117,80
137,14,843,293,84,77
137,19,877,267,62,48
137,20,-2655,400,348,161
137,22,-2123,425,205,95
137,27,348,392,229,112
138,13,1059,314,117,80
138,14,843,292,86,80
138,19,875,268,62,48
138,20,-2764,401,349,162
138,22,-2245,428,203,94
138,27,200,399,230,108
139,13,1059,314,117,80
139,14,842,293,87,80
139,19,872,268,64,49
139,20,-2873,403,349,162
139,22,-2366,431,200,93
139,27,50,401,243,110
140,13,1058,315,118,79
140,14,840,293,89,82
140,19,870,269,64,50
140,20,-2982,404,350,163
140,22,-2488,434,198,92
140,27,-40,404,233,107
141,13,1058,315,118,80
141,14,840,293,90,84
141,19,867,270,65,50
141,20,-3091,406,351,162
141,22,-2610,437,196,91
141,27,-173,406,233,107
142,13,1058,315,119,80
142,14,841,294,90,84
142,19,865,270,66,51
142,22,-2732,440,194,90
142,27,-306,408,233,107
143,13,1059,315,117,79
143,14,840,294,92,85
143,19,862,271,67,51
143,22,-2854,443,192,89
143,27,-440,410,234,107
144,13,1059,315,117,79
144,14,839,294,93,87
144,19,860,271,67,53
144,22,-2976,446,190,88
144,27,-573,412,234,107
145,13,1058,315,118,79
145,14,839,295,92,86
145,19,857,272,69,53
145,22,-3098,449,188,87
145,27,-706,414,233,107
146,13,1058,315,118,79
146,14,841,297,90,85
146,19,855,272,69,54
146,22,-3220,452,186,87
146,27,-839,416,233,107
147,13,1058,315,118,79
147,14,841,298,91,85
147,19,852,273,71,54
147,22,-3342,455,184,86
147,27,-972,418,232,107
147,28,192,483,287,289
148,13,1058,313,120,81
148,14,840,295,93,88
148,19,850,274,71,54
148,22,-3464,458,182,85
148,27,-1106,420,233,107
148,28,390,480,311,294
149,13,1057,313,122,82
149,14,841,297,91,87
149,19,847,274,72,56
149,22,-3586,461,180,84
149,27,-1239,422,233,107
149,28,623,473,337,300
150,13,1058,313,121,82
150,14,841,298,91,87
150,19,845,275,73,56
150,22,-3708,464,178,83
150,27,-1372,424,232,107
150,28,863,467,365,305
151,13,1058,312,121,84
151,14,840,296,93,89
151,19,843,275,73,57
151,27,-1505,426,232,107
151,28,1107,463,391,307
152,13,1058,312,121,84
152,14,841,299,91,87
152,19,840,276,74,57
152,27,-1638,428,231,107
152,28,1334,461,411,305
153,13,1058,313,119,81
153,14,841,299,91,87
153,19,838,277,75,58
153,27,-1772,430,232,107
